Title,Author,Verified,Sold,Keep,Date of Publication,Price for Sale,Subject,CD/ DVD/ Online Access Code
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
